ID	Elements	Generation	Position	Velocity	Activity
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.143 0.143 0.143 0.143 0.143 0.    0.143 0.143]	[-0.04 -0.04 -0.04 -0.04 -0.04  0.28 -0.04 -0.04]	-0.4254946875000007
2	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.143 0.143 0.143 0.143 0.143 0.143 0.    0.143]	[-0.04 -0.04 -0.04 -0.04 -0.04 -0.04  0.28 -0.04]	-0.30752556640624823
3	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.143 0.143 0.143 0.143 0.143 0.143 0.143 0.   ]	[-0.04 -0.04 -0.04 -0.04 -0.04 -0.04 -0.04  0.28]	-0.21439410156250094
4	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.    0.143 0.143 0.143 0.143 0.143 0.143 0.143]	[ 0.28 -0.04 -0.04 -0.04 -0.04 -0.04 -0.04 -0.04]	-0.14186492187500063
5	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.143 0.143 0.    0.143 0.143 0.143 0.143 0.143]	[-0.04 -0.04  0.28 -0.04 -0.04 -0.04 -0.04 -0.04]	-0.27579611328125053
6	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.113 0.327 0.192 0.046 0.013 0.111 0.041 0.156]	[ 0.013 -0.225 -0.075  0.088  0.125  0.016  0.094 -0.035]	-0.6361019238281217
7	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.188 0.031 0.163 0.105 0.144 0.073 0.18  0.115]	[-0.131  0.195 -0.079  0.042 -0.039  0.108 -0.114  0.021]	-0.399796884765624
8	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.072 0.194 0.057 0.166 0.285 0.076 0.067 0.083]	[ 0.073 -0.095  0.094 -0.057 -0.221  0.068  0.08   0.058]	-0.24148359374999953
9	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.086 0.12  0.226 0.185 0.062 0.021 0.12  0.181]	[ 0.064  0.008 -0.166 -0.099  0.104  0.171  0.008 -0.092]	-0.4424214843750008
10	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	0	[0.016 0.108 0.133 0.178 0.083 0.139 0.24  0.104]	[ 0.187  0.029 -0.014 -0.091  0.072 -0.024 -0.197  0.036]	-0.12628939453125088
1	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.107 0.245 0.071 0.017 0.122 0.205 0.035 0.197]	[-0.032  0.125 -0.074 -0.135 -0.015  0.176 -0.115  0.07 ]	-0.3134713476562507
2	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.079 0.277 0.133 0.034 0.012 0.132 0.196 0.139]	[-0.064  0.159 -0.004 -0.115 -0.14  -0.005  0.166  0.003]	-0.3468735156250019
3	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.061 0.243 0.287 0.099 0.157 0.019 0.061 0.072]	[-0.081  0.105  0.15  -0.042  0.017 -0.124 -0.081  0.055]	-0.20012187499999953
4	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.063 0.401 0.131 0.092 0.092 0.081 0.064 0.079]	[ 0.048  0.263 -0.01  -0.05  -0.05  -0.061 -0.078 -0.063]	-0.19712159179687466
5	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.201 0.237 0.044 0.109 0.015 0.097 0.209 0.085]	[ 0.061  0.097  0.034 -0.032 -0.127 -0.044  0.069 -0.057]	-0.5902546484375011
6	['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	1	[0.044 0.362 0.183 0.037 0.144 0.    0.004 0.223]	[-0.109  0.046 -0.019  0.081  0.156 -0.172 -0.076  0.094]	-0.2589011132812507
