Elements	Point	Region	Count	First visit
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.425 0.025 0.225]	23	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.625 0.025 0.025]	24	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.025 0.025 0.425]	25	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.025 0.225 0.225]	26	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.225 0.025 0.225]	27	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.225 0.225 0.025]	28	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.425 0.025 0.025]	29	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.425 0.225 0.025]	30	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.225 0.225 0.225]	31	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.225 0.425]	32	1	264.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.625 0.025 0.025 0.025 0.025]	33	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.625 0.025 0.025]	34	1	146.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.425 0.225 0.025]	35	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.425 0.025 0.225]	36	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.425 0.025]	37	1	294.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.225 0.225]	38	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.025 0.425]	39	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.625 0.025]	40	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.425 0.225]	41	1	218.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.025 0.025 0.625]	42	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.025 0.625]	43	1	77.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.825 0.025 0.025 0.025 0.025 0.025]	44	1	81.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.225 0.025 0.025 0.025 0.025]	45	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.225 0.025 0.025 0.025]	46	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.225 0.025 0.025]	47	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.025 0.225 0.025]	48	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.025 0.025 0.225]	49	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.425 0.025 0.025 0.025 0.025]	50	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.025 0.425]	51	1	158.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.225 0.225]	52	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.425 0.025]	53	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.225 0.025 0.225]	54	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.225 0.225 0.025]	55	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.425 0.025 0.025]	56	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.425 0.225 0.025 0.025 0.025]	57	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.025 0.025 0.225]	58	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.225 0.025 0.025]	59	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.425 0.025 0.025 0.025]	60	1	178.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.025 0.025 0.225]	61	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.025 0.225 0.025]	62	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.225 0.025 0.025]	63	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.225 0.025 0.025 0.025]	64	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.025 0.225 0.025]	65	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.825 0.025 0.025 0.025 0.025]	66	1	26.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.425 0.225 0.025]	67	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.225 0.025 0.025]	68	1	249.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.425 0.025 0.025]	69	1	75.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.225 0.225 0.025]	70	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.225 0.025 0.225]	71	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.425 0.025]	72	1	42.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.225 0.225]	73	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.025 0.425]	74	1	83.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.625 0.025 0.025]	75	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.425 0.225 0.025]	76	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.425 0.025 0.225]	77	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.425 0.025]	78	1	212.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.225 0.225]	79	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.025 0.425]	80	1	121.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.625 0.025]	81	1	153.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.425 0.225]	82	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.225 0.425]	83	1	172.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.025 0.625]	84	1	7.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.825 0.025 0.025]	85	1	23.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.825]	86	1	20.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.225 0.625]	87	1	151.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.425 0.425]	88	1	65.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.625 0.225]	89	1	193.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.825 0.025]	90	1	56.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.025 0.625]	91	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.025 0.025 0.225]	92	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.225 0.425]	93	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.625 0.025]	94	1	79.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.025 0.425]	95	1	87.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.225 0.225]	96	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.425 0.025]	97	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.625 0.025 0.225]	98	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.625 0.225 0.025]	99	1	184.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.425 0.225]	100	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.025 0.225 0.025]	101	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.225 0.025 0.025]	102	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.825 0.025 0.025 0.025]	103	1	21.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.225 0.025 0.025]	104	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.625 0.025 0.025 0.025]	105	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.025 0.425]	106	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.225 0.225]	107	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.425 0.025]	108	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.225 0.025 0.225]	109	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.025 0.225 0.025]	110	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.225 0.225 0.025]	111	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.025 0.025 0.225]	112	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.025 0.225 0.025]	113	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.225 0.025 0.025]	114	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.425 0.025 0.025 0.025]	115	1	80.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.025 0.025 0.225]	116	1	124.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.025 0.225 0.025]	117	1	167.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.425 0.025 0.025]	118	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.225 0.025 0.025 0.025]	119	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.025 0.025 0.225]	120	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.225 0.225 0.025]	121	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.025 0.625]	122	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.225 0.425]	123	1	137.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.425 0.225]	124	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.625 0.025]	125	1	272.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.025 0.425]	126	1	296.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.225 0.225]	127	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.425 0.025 0.025]	128	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.425 0.025]	129	1	283.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.025 0.425]	130	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.625 0.025 0.025]	131	1	89.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.025 0.425]	132	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.225 0.225]	133	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.425 0.025]	134	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.225 0.025 0.225]	135	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.425 0.025 0.225]	136	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.225 0.225]	137	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.025 0.425 0.025]	138	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.225 0.025 0.225]	139	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.425 0.025 0.025 0.025]	140	1	73.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.225 0.025 0.025]	141	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.025 0.225 0.025]	142	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.025 0.025 0.225]	143	1	203.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.425 0.025 0.025]	144	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.225 0.225 0.025]	145	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.025 0.025 0.025 0.225]	146	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.225 0.025 0.225]	147	1	274.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.225 0.225]	148	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.025 0.425]	149	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.625 0.025 0.025 0.025 0.025 0.025]	150	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.225 0.025 0.025 0.025 0.025]	151	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.225 0.025 0.025 0.025]	152	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.025 0.225 0.025 0.025]	153	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.425 0.025]	154	1	101.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.025 0.025 0.225 0.025]	155	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.025 0.025 0.225 0.025]	156	1	197.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.225 0.025 0.025 0.025]	157	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.425 0.025]	158	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.225 0.025 0.025 0.025 0.025 0.025]	159	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.225 0.025 0.025 0.025 0.025]	160	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.225 0.025 0.025 0.025]	161	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.025 0.225 0.025 0.025]	162	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.025 0.025 0.225 0.025]	163	0	
